报告：,投放网络
帐户：,Baidu-大皇帝1-8141563
日期范围：,2015-01-19-2015-01-19
所属层级：,

网站,推广计划,推广组,推广组状态,所属一级行业,所属二级行业,出价(元),展现次数,展现独立访客,展现频次,点击次数,点击独立访客,点击率,独立访客点击率,平均点击价格(元),平均独立访客点击价格(元),千次展现成本(元),总费用(元),到达率,二跳率,停留时间,直接转化,间接转化
hunlian.cn,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,交友和婚恋,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wuruo.com,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,70,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xinjunshi.cn,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,135,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bddyy.cc,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
365shubao.com,黑人打江山,黑人打江山-直投,有效,小说,电子书,1.0,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jslyg0518.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
henanjinrong.com,黑人打江山,黑人打江山-三国词,有效,投资金融,财经资讯,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
07761.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
haoyun56.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,交通物流,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mcmod.cn,黑人打江山,黑人打江山-直投,有效,游戏,综合游戏,0.6,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
poxiao001.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hardwareinfo.cn,新三国解密,新三国解密-三国词,有效,垂直行业,电子五金,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
aa25.cn,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
skyala.cn,囧叔说三国,囧叔说三国-三国词,有效,投资金融,财经资讯,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
nuonuo8.com,新三国解密,新三国解密-三国词,有效,小说,电子书,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jiajiamu.com,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,宽带电影,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dg.ln.cn,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
guibuyu.org,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dali.so,黑人打江山,黑人打江山-三国词,有效,新闻媒体,地方媒体,1.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mc1314.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,72,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhaods.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
pinmuch.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cnhoop.net,新三国解密,新三国解密-三国词,有效,体育运动,篮球NBA,2.0,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
970097.com,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,宽带电影,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mycodes.net,黑人打江山,黑人打江山-三国词,有效,网络服务应用,源码下载,1.7,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qqtz.com,3D领取吕布,3D领取吕布-三国词,有效,社交网络和在线社区,综合论坛,1.8,17,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ttxx8.net,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
duantian.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiaopin.tv,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,视频短片,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
591zy.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
qiquwu.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
w-cun.com,黑人打江山,黑人打江山-三国词,有效,计算机软件硬件,硬件资讯,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tianyibook.com,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,16,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
blnovel.com,武将貂蝉,武将貂蝉-三国词,有效,小说,小说阅读,1.5,47,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
7tbb.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,娱乐综合,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
52hei.com,3D领取吕布,3D领取吕布-三国词,有效,网络服务应用,源码下载,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
rrady.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lvsetxt.com,3D领取吕布,3D领取吕布-三国词,有效,小说,电子书,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tjkx.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fsxy.cc,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,30,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dajunqu.com,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiazailou.com,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
laoren.com,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,媒体报刊,1.7,52,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
9000wy.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,政史军事,1.8,15,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
puresky.org,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,27,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
17coolz.com,3D领取吕布,3D领取吕布-三国词,有效,小说,文化文学,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hao137.cn,新三国解密,新三国解密-三国词,有效,网址导航,,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
chinabaohulu.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,520,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
52e-mail.com,3D领取吕布,3D领取吕布-三国词,有效,小说,文化文学,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
33891.com,武将貂蝉,武将貂蝉-三国词,有效,音乐影视,娱乐综合,1.5,30,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cntlzb.com,新三国解密,新三国解密-三国词,有效,垂直行业,交通物流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
pinwenba.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,38,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
8wps.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,23,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
520885.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
soshu.cc,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
5652.com,囧叔说三国,囧叔说三国-三国词,有效,游戏,综合游戏,1.8,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
motorfans.com.cn,囧叔说三国,囧叔说三国-三国词,有效,社交网络和在线社区,垂直论坛,1.8,186,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mysteel.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,重工/机械,1.8,11,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiaoyuantang.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
80dyy.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yatu.tv,黑人打江山,黑人打江山-三国词,有效,音乐影视,宽带电影,1.8,32,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
buildbody.net,黑人打江山,黑人打江山-直投,有效,体育运动,体育综合,1.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
coolsc.net,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,14,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
leitie.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,笑话,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
1314gz.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,政史军事,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
lovemcl.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
changjiangtimes.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wenxuejiayuan.com,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hunhun.net,囧叔说三国,囧叔说三国-三国词,有效,小说,小说阅读,1.8,207,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
nhjd.net,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,59,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dadi.tv,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,娱乐综合,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
linuxso.com,3D领取吕布,3D领取吕布-三国词,有效,网络服务应用,技术论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
doupocangqiong1.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,2169,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
nanxi.me,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
duanpian8.com,3D领取吕布,3D领取吕布-三国词,有效,音乐影视,视频短片,1.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
520kanshu.com,酋长玩三国,酋长玩三国-三国词,有效,小说,电子书,2.0,21,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xazlgs.com,黑人打江山,黑人打江山-三国词,有效,音乐影视,视频短片,1.7,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
49lou.com,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yncoser.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
atobo.com.cn,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,109,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
5film.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
119xiazai.com,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件下载,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
37xiao.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,30,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
baoji.hk,黑人打江山,黑人打江山-三国词,有效,新闻媒体,综合门户,1.6,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wenzhangwu.com,酋长玩三国,酋长玩三国-三国词,有效,小说,小说阅读,2.0,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yikexun.cn,新三国解密,新三国解密-三国词,有效,小说,文化文学,1.8,94,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ou99.com,3D领取吕布,3D领取吕布-三国词,有效,游戏,单机游戏,0.6,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
appxiong.com,新三国解密,新三国解密-三国词,有效,数码及手机,数码及手机资讯,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xftv.cc,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,33,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bj360spa.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,22,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
2013beyond.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,8,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tompda.com,黑人打江山,黑人打江山-直投,有效,数码及手机,数码及手机资讯,0.6,10,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
korax.cn,武将貂蝉,武将貂蝉-三国词,有效,游戏,综合游戏,1.5,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
09635.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,商务贸易,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
huaidan2.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,488,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
artwork-cn.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,地方媒体,0.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
huore8.com,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,动漫,1.3,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tudai.cc,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ilanqiu.com,新三国解密,新三国解密-三国词,有效,体育运动,篮球NBA,2.0,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
anfone.com,囧叔说三国,囧叔说三国-三国词,有效,数码及手机,数码及手机资讯,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
feilu.cc,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,103,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
crsky.com,黑人打江山,黑人打江山-直投,有效,计算机软件硬件,软件下载,0.6,56,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ib19.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,电子五金,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hxfed.com,酋长玩三国,酋长玩三国-三国词,有效,音乐影视,宽带电影,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ltcun.com,黑人打江山,黑人打江山-三国词,有效,社交网络和在线社区,综合论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xuantxt.com,黑人打江山,黑人打江山-直投,有效,小说,电子书,1.0,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
upu.cc,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zixunjun.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,综合论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
115dm.com,3D领取吕布,3D领取吕布-三国词,有效,休闲娱乐,动漫,0.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
meiwenting.com,黑人打江山,黑人打江山-直投,有效,小说,文化文学,1.0,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
moontor.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,综合门户,0.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
bkill.com,囧叔说三国,囧叔说三国-三国词,有效,计算机软件硬件,软件下载,1.8,448,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
6pingm.com,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,视频短片,1.8,20,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
txzshc.com,3D领取吕布,3D领取吕布-三国词,有效,计算机软件硬件,软件下载,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ithome.com,黑人打江山,黑人打江山-三国词,有效,数码及手机,数码及手机资讯,1.7,22,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xunleihd.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,13,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dmyy.cc,武将貂蝉,武将貂蝉-三国词,有效,休闲娱乐,动漫,1.5,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hnqnb.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,综合门户,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jzwcom.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,广播/电视,1.8,23,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
09765.com,黑人打江山,黑人打江山-直投,有效,新闻媒体,政史军事,0.8,495,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
php230.com,黑人打江山,黑人打江山-直投,有效,网络服务应用,技术论坛,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
whinfo.net.cn,囧叔说三国,囧叔说三国-三国词,有效,新闻媒体,综合门户,1.7,27,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
sawda.net,黑人打江山,黑人打江山-直投,有效,新闻媒体,综合门户,0.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
d1cy.com,新三国解密,新三国解密-三国词,有效,垂直行业,农林牧渔,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
goodmiji.com,新三国解密,新三国解密-三国词,有效,游戏,综合游戏,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shunong.com,酋长玩三国,酋长玩三国-三国词,有效,小说,文化文学,2.0,56,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
100jialian.com,3D领取吕布,3D领取吕布-三国词,有效,网址导航,,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shaocn.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,地方媒体,1.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shunderen.com,新三国解密,新三国解密-三国词,有效,新闻媒体,综合门户,1.0,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
skwo.net,新三国解密,新三国解密-三国词,有效,新闻媒体,政史军事,1.0,335,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
baidukd.com,新三国解密,新三国解密-三国词,有效,网络服务应用,搜索查询,1.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ett.cc,黑人打江山,黑人打江山-三国词,有效,网址导航,,1.7,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zhaods.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,37,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kupai.me,新三国解密,新三国解密-三国词,有效,游戏,单机游戏,0.6,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ncong.com,新三国解密,新三国解密-三国词,有效,网络服务应用,技术论坛,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
nbuc.net,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,垂直论坛,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
c66c.com,黑人打江山,黑人打江山-直投,有效,小说,小说阅读,1.0,540,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
tanmenba.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,9,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
blizzcn.com,新三国解密,新三国解密-三国词,有效,游戏,网络游戏,1.0,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
b181.com,3D领取吕布,3D领取吕布-三国词,有效,小说,文化文学,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
dianxinkan.com,新三国解密,新三国解密-三国词,有效,音乐影视,宽带电影,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
71lm.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zuyou5.com,新三国解密,新三国解密-三国词,有效,社交网络和在线社区,交友和婚恋,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
100pd.cc,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,5,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
2weiwen.com,新三国解密,新三国解密-三国词,有效,休闲娱乐,笑话,1.3,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
shumimi.com,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yidm.com,囧叔说三国,囧叔说三国-三国词,有效,小说,小说阅读,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yixie8.com,3D领取吕布,3D领取吕布-三国词,有效,垂直行业,重工/机械,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
5619.cc,武将貂蝉,武将貂蝉-三国词,有效,体育运动,足球,1.5,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kbdyw.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hxyl.net,黑人打江山,黑人打江山-三国词,有效,休闲娱乐,笑话,1.7,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xieedian.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,38,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
msxf.net,3D领取吕布,3D领取吕布-三国词,有效,小说,小说阅读,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mingren888.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,55,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
haotui.com,黑人打江山,黑人打江山-直投,有效,社交网络和在线社区,综合论坛,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
renren-qq.com,囧叔说三国,囧叔说三国-三国词,有效,游戏,综合游戏,1.8,23,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
yueyuez.com,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
jiongdm.com,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
ontvb.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xiuxiu8.cn,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件下载,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
fangquaner.com,新三国解密,新三国解密-三国词,有效,音乐影视,娱乐综合,1.8,65,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
baiduandgoogle.com,新三国解密,新三国解密-三国词,有效,网络服务应用,搜索查询,1.8,3,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
cidian2008.com.cn,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
eenot.com,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
wsyyw.com,黑人打江山,黑人打江山-直投,有效,音乐影视,娱乐综合,0.6,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
818xian.com,3D领取吕布,3D领取吕布-三国词,有效,新闻媒体,地方媒体,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
hehua.net,新三国解密,新三国解密-三国词,有效,网址导航,,1.8,1,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
babalala.net,黑人打江山,黑人打江山-直投,有效,休闲娱乐,笑话,0.6,53,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
s1979.com,黑人打江山,黑人打江山-三国词,有效,新闻媒体,广播/电视,1.6,467,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
88dy.tv,黑人打江山,黑人打江山-三国词,有效,音乐影视,视频短片,1.7,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zdtxt.com,黑人打江山,黑人打江山-三国词,有效,小说,小说阅读,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xftv.cc,囧叔说三国,囧叔说三国-三国词,有效,音乐影视,宽带电影,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
kdays.cn,黑人打江山,黑人打江山-直投,有效,休闲娱乐,动漫,0.6,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zzsky.cn,新三国解密,新三国解密-三国词,有效,网络服务应用,源码下载,1.8,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
zybus.net,黑人打江山,黑人打江山-直投,有效,音乐影视,宽带电影,0.6,2,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
mycoolboy.com,囧叔说三国,囧叔说三国-三国词,有效,社交网络和在线社区,综合论坛,1.8,7,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
98quan.com,新三国解密,新三国解密-三国词,有效,垂直行业,商务贸易,1.8,4,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
psjia.com,新三国解密,新三国解密-三国词,有效,计算机软件硬件,软件交流,1.8,6,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
xsyqw.com,新三国解密,新三国解密-三国词,有效,小说,小说阅读,1.8,155,0,-,0,0,-,-,-,-,-,0.0,-,-,,0,0
